NUM;FECHA_CORTE;PERIODO;TIPO_LARGA_DISTANCIA;EMPRESA;CÓDIGO;TIPO_TRÁFICO;TRÁFICO;;;;;;;;
13958;20240617;201507;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;C;Tarjetas de Pago;328,891.92;;;;;;;;
13959;20240617;201507;Larga Distancia Internacional - Entrante;IDT PERÚ S.R.L.;H;No reportado;14,574,218.00;;;;;;;;
13960;20240617;201507;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;734.38;;;;;;;;
13961;20240617;201507;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;857.55;;;;;;;;
13962;20240617;201507;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;727.62;;;;;;;;
13963;20240617;201507;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;6,738.93;;;;;;;;
13964;20240617;201507;Larga Distancia Internacional - Entrante;LD TELECOM S.A.C. / IBASIS;H;No reportado;14,636,196.00;;;;;;;;
13965;20240617;201507;Larga Distancia Nacional;NETLINE;B;Llamada por Llamada;61,098.32;;;;;;;;
13966;20240617;201507;Larga Distancia Internacional - Saliente;NETLINE;B;Llamada por Llamada;111,945.76;;;;;;;;
13967;20240617;201507;Larga Distancia Internacional - Entrante;NETLINE;H;No reportado;7,842.56;;;;;;;;
13968;20240617;201507;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;A;Preselección;12,050.68;;;;;;;;
13969;20240617;201507;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;B;Llamada por Llamada;2,275.02;;;;;;;;
13970;20240617;201507;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;A;Preselección;4,535.31;;;;;;;;
13971;20240617;201507;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;B;Llamada por Llamada;1,414.00;;;;;;;;
13972;20240617;201507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;7,000,342.00;;;;;;;;
13973;20240617;201507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;2,462,851.37;;;;;;;;
13974;20240617;201507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;354,026.00;;;;;;;;
13975;20240617;201507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;30,883.82;;;;;;;;
13976;20240617;201507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;1,804,673.56;;;;;;;;
13977;20240617;201507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;465,674.05;;;;;;;;
13978;20240617;201507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;3,449,003.62;;;;;;;;
13979;20240617;201507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;4,287,081.94;;;;;;;;
13980;20240617;201507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;428,629.57;;;;;;;;
13981;20240617;201507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;6,086,549.00;;;;;;;;
13982;20240617;201507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;794,643.00;;;;;;;;
13983;20240617;201507;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;58,434,797.37;;;;;;;;
13984;20240617;201507;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;85,894.04;;;;;;;;
13985;20240617;201507;Larga Distancia Internacional - Entrante;VIETTEL PERU S.A.C.;H;No reportado;3,125.40;;;;;;;;
13986;20240617;201508;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;A;Preselección;1,922,361.97;;;;;;;;
13987;20240617;201508;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;A;Preselección;1,423,484.00;;;;;;;;
13988;20240617;201508;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;80,646.32;;;;;;;;
13989;20240617;201508;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;21,118.40;;;;;;;;
13990;20240617;201508;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;833,369.04;;;;;;;;
13991;20240617;201508;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;829,677.10;;;;;;;;
13992;20240617;201508;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;3,237,916.20;;;;;;;;
13993;20240617;201508;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;38,492.42;;;;;;;;
13994;20240617;201508;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;72,935.98;;;;;;;;
13995;20240617;201508;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de Interoperabilidad - 15XX;47,990.33;;;;;;;;
13996;20240617;201508;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de Interoperabilidad - 15XX;262,853.92;;;;;;;;
13997;20240617;201508;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;39,700,967.01;;;;;;;;
13998;20240617;201508;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;484,734.44;;;;;;;;
13999;20240617;201508;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;464,392.58;;;;;;;;
14000;20240617;201508;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;269,921.45;;;;;;;;
14001;20240617;201508;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;395,791.26;;;;;;;;
14002;20240617;201508;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;3.38;;;;;;;;
14003;20240617;201508;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;23.29;;;;;;;;
14004;20240617;201508;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;16,882.23;;;;;;;;
14005;20240617;201508;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;12,449.50;;;;;;;;
14006;20240617;201508;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;98,935.38;;;;;;;;
14007;20240617;201508;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;986,568.00;;;;;;;;
14008;20240617;201508;Larga Distancia Nacional;COMPAÑÍA TELEFÓNICA ANDINA S.A.;B;Llamada por Llamada;13.00;;;;;;;;
14009;20240617;201508;Larga Distancia Internacional - Entrante;COMPAÑÍA TELEFÓNICA ANDINA S.A.;H;No reportado;2,358.00;;;;;;;;
14010;20240617;201508;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;7,545.00;;;;;;;;
14011;20240617;201508;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;17,424.00;;;;;;;;
14012;20240617;201508;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;27,436.00;;;;;;;;
14013;20240617;201508;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;140,825.00;;;;;;;;
14014;20240617;201508;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;6,543.10;;;;;;;;
14015;20240617;201508;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;11,877.50;;;;;;;;
14016;20240617;201508;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;9,378.98;;;;;;;;
14017;20240617;201508;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;6,284,418.00;;;;;;;;
14018;20240617;201508;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;4,165,431.85;;;;;;;;
14019;20240617;201508;Larga Distancia Internacional - Entrante;ENTEL PERÚ S.A.;H;No reportado;2,610,158.78;;;;;;;;
14020;20240617;201508;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;7,530.87;;;;;;;;
14021;20240617;201508;Larga Distancia Internacional - Saliente;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;1,540.87;;;;;;;;
14022;20240617;201508;Larga Distancia Nacional;IDT PERÚ S.R.L.;A;Preselección;23,213.00;;;;;;;;
14023;20240617;201508;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;A;Preselección;98,707.00;;;;;;;;
14024;20240617;201508;Larga Distancia Nacional;IDT PERÚ S.R.L.;B;Llamada por Llamada;29,625.00;;;;;;;;
14025;20240617;201508;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;B;Llamada por Llamada;95,329.00;;;;;;;;
14026;20240617;201508;Larga Distancia Nacional;IDT PERÚ S.R.L.;C;Tarjetas de Pago;29,887.01;;;;;;;;
14027;20240617;201508;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;C;Tarjetas de Pago;368,304.96;;;;;;;;
14028;20240617;201508;Larga Distancia Internacional - Entrante;IDT PERÚ S.R.L.;H;No reportado;14,678,003.00;;;;;;;;
14029;20240617;201508;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;480.42;;;;;;;;
14030;20240617;201508;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;413.62;;;;;;;;
14031;20240617;201508;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;436.90;;;;;;;;
14032;20240617;201508;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;4,021.87;;;;;;;;
14033;20240617;201508;Larga Distancia Internacional - Entrante;LD TELECOM S.A.C. / IBASIS;H;No reportado;13,773,437.00;;;;;;;;
14034;20240617;201508;Larga Distancia Nacional;NETLINE;B;Llamada por Llamada;59,046.90;;;;;;;;
14035;20240617;201508;Larga Distancia Internacional - Saliente;NETLINE;B;Llamada por Llamada;114,501.86;;;;;;;;
14036;20240617;201508;Larga Distancia Internacional - Entrante;NETLINE;H;No reportado;8,335.14;;;;;;;;
14037;20240617;201508;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;A;Preselección;12,138.94;;;;;;;;
14038;20240617;201508;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;B;Llamada por Llamada;2,135.26;;;;;;;;
14039;20240617;201508;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;A;Preselección;4,959.95;;;;;;;;
14040;20240617;201508;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;B;Llamada por Llamada;1,569.08;;;;;;;;
14041;20240617;201508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;7,026,828.00;;;;;;;;
14042;20240617;201508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;2,444,845.25;;;;;;;;
14043;20240617;201508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;343,734.00;;;;;;;;
14044;20240617;201508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;36,838.10;;;;;;;;
14045;20240617;201508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;1,845,318.59;;;;;;;;
14046;20240617;201508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;415,759.58;;;;;;;;
14047;20240617;201508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;3,628,571.77;;;;;;;;
14048;20240617;201508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;4,047,449.27;;;;;;;;
14049;20240617;201508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;408,648.68;;;;;;;;
14050;20240617;201508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;5,492,892.00;;;;;;;;
14051;20240617;201508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;668,813.00;;;;;;;;
14052;20240617;201508;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;56,810,502.68;;;;;;;;
14053;20240617;201508;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;93,078.89;;;;;;;;
14054;20240617;201508;Larga Distancia Internacional - Entrante;VIETTEL PERU S.A.C.;H;No reportado;3,227.52;;;;;;;;
14055;20240617;201509;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;A;Preselección;1,967,981.63;;;;;;;;
14056;20240617;201509;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;A;Preselección;1,495,212.30;;;;;;;;
14057;20240617;201509;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;131,753.37;;;;;;;;
14058;20240617;201509;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;23,906.85;;;;;;;;
14059;20240617;201509;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;612,698.91;;;;;;;;
14060;20240617;201509;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;624,623.18;;;;;;;;
14061;20240617;201509;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;3,119,220.19;;;;;;;;
14062;20240617;201509;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;39,283.88;;;;;;;;
14063;20240617;201509;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;73,458.87;;;;;;;;
14064;20240617;201509;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de Interoperabilidad - 15XX;47,146.78;;;;;;;;
14065;20240617;201509;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de Interoperabilidad - 15XX;235,166.22;;;;;;;;
14066;20240617;201509;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;36,170,138.96;;;;;;;;
14067;20240617;201509;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;453,238.09;;;;;;;;
14068;20240617;201509;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;452,012.69;;;;;;;;
14069;20240617;201509;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;265,573.17;;;;;;;;
14070;20240617;201509;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;495,580.01;;;;;;;;
14071;20240617;201509;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;5.10;;;;;;;;
14072;20240617;201509;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;44.76;;;;;;;;
14073;20240617;201509;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;16,026.05;;;;;;;;
14074;20240617;201509;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;12,073.70;;;;;;;;
14075;20240617;201509;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;61,668.22;;;;;;;;
14076;20240617;201509;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;784,051.00;;;;;;;;
14077;20240617;201509;Larga Distancia Nacional;COMPAÑÍA TELEFÓNICA ANDINA S.A.;B;Llamada por Llamada;6.00;;;;;;;;
14078;20240617;201509;Larga Distancia Internacional - Entrante;COMPAÑÍA TELEFÓNICA ANDINA S.A.;H;No reportado;2,059.00;;;;;;;;
14079;20240617;201509;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;9,350.00;;;;;;;;
14080;20240617;201509;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;19,463.00;;;;;;;;
14081;20240617;201509;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;25,672.00;;;;;;;;
14082;20240617;201509;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;136,977.00;;;;;;;;
14083;20240617;201509;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;6,341.93;;;;;;;;
14084;20240617;201509;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;11,104.26;;;;;;;;
14085;20240617;201509;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;8,768.39;;;;;;;;
14086;20240617;201509;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;7,829,112.00;;;;;;;;
14087;20240617;201509;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;4,257,314.49;;;;;;;;
14088;20240617;201509;Larga Distancia Internacional - Entrante;ENTEL PERÚ S.A.;H;No reportado;2,722,514.97;;;;;;;;
14089;20240617;201509;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;6,832.45;;;;;;;;
14090;20240617;201509;Larga Distancia Internacional - Saliente;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;1,813.25;;;;;;;;
14091;20240617;201509;Larga Distancia Nacional;IDT PERÚ S.R.L.;A;Preselección;24,774.00;;;;;;;;
14092;20240617;201509;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;A;Preselección;90,767.00;;;;;;;;
14093;20240617;201509;Larga Distancia Nacional;IDT PERÚ S.R.L.;B;Llamada por Llamada;25,940.00;;;;;;;;
14094;20240617;201509;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;B;Llamada por Llamada;90,481.00;;;;;;;;
14095;20240617;201509;Larga Distancia Nacional;IDT PERÚ S.R.L.;C;Tarjetas de Pago;29,806.86;;;;;;;;
14096;20240617;201509;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;C;Tarjetas de Pago;368,317.09;;;;;;;;
14097;20240617;201509;Larga Distancia Internacional - Entrante;IDT PERÚ S.R.L.;H;No reportado;13,798,251.00;;;;;;;;
14098;20240617;201509;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;644.32;;;;;;;;
14099;20240617;201509;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;1,139.13;;;;;;;;
14100;20240617;201509;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;785.75;;;;;;;;
14101;20240617;201509;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;9,226.67;;;;;;;;
14102;20240617;201509;Larga Distancia Internacional - Entrante;LD TELECOM S.A.C. / IBASIS;H;No reportado;9,044,499.00;;;;;;;;
14103;20240617;201509;Larga Distancia Nacional;NETLINE;B;Llamada por Llamada;57,436.24;;;;;;;;
14104;20240617;201509;Larga Distancia Internacional - Saliente;NETLINE;B;Llamada por Llamada;112,723.35;;;;;;;;
14105;20240617;201509;Larga Distancia Internacional - Entrante;NETLINE;H;No reportado;8,323.58;;;;;;;;
14106;20240617;201509;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;A;Preselección;12,919.09;;;;;;;;
14107;20240617;201509;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;B;Llamada por Llamada;924.02;;;;;;;;
14108;20240617;201509;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;A;Preselección;5,240.21;;;;;;;;
14109;20240617;201509;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;B;Llamada por Llamada;589.99;;;;;;;;
14110;20240617;201509;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;6,925,036.00;;;;;;;;
14111;20240617;201509;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;2,555,846.12;;;;;;;;
14112;20240617;201509;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;326,434.00;;;;;;;;
14113;20240617;201509;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;30,791.30;;;;;;;;
14114;20240617;201509;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;1,805,358.06;;;;;;;;
14115;20240617;201509;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;383,530.37;;;;;;;;
14116;20240617;201509;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;3,765,397.37;;;;;;;;
14117;20240617;201509;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;3,653,497.91;;;;;;;;
14118;20240617;201509;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;380,996.02;;;;;;;;
14119;20240617;201509;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;5,252,376.00;;;;;;;;
14120;20240617;201509;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;612,209.00;;;;;;;;
14121;20240617;201509;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;56,643,143.07;;;;;;;;
14122;20240617;201509;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;137,650.62;;;;;;;;
14123;20240617;201509;Larga Distancia Internacional - Entrante;VIETTEL PERU S.A.C.;H;No reportado;11,971.25;;;;;;;;
14124;20240617;201510;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;A;Preselección;2,122,094.35;;;;;;;;
14125;20240617;201510;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;A;Preselección;1,589,335.03;;;;;;;;
14126;20240617;201510;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;26,803.22;;;;;;;;
14127;20240617;201510;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;15,863.32;;;;;;;;
14128;20240617;201510;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;737,147.18;;;;;;;;
14129;20240617;201510;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;777,557.60;;;;;;;;
14130;20240617;201510;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;3,098,396.96;;;;;;;;
14131;20240617;201510;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;39,700.56;;;;;;;;
14132;20240617;201510;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;70,386.29;;;;;;;;
14133;20240617;201510;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de Interoperabilidad - 15XX;40,583.53;;;;;;;;
14134;20240617;201510;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de Interoperabilidad - 15XX;215,088.57;;;;;;;;
14135;20240617;201510;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;39,008,167.76;;;;;;;;
14136;20240617;201510;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;360,805.50;;;;;;;;
14137;20240617;201510;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;375,058.70;;;;;;;;
14138;20240617;201510;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;268,104.05;;;;;;;;
14139;20240617;201510;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;489,027.05;;;;;;;;
14140;20240617;201510;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;8.17;;;;;;;;
14141;20240617;201510;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;47.75;;;;;;;;
14142;20240617;201510;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;15,217.67;;;;;;;;
14143;20240617;201510;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;11,438.13;;;;;;;;
14144;20240617;201510;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;23,228,555.25;;;;;;;;
14145;20240617;201510;Larga Distancia Internacional - Entrante;AMITEL TELECOMUNICACIONES S.A.C.;H;No reportado;1,430.00;;;;;;;;
14146;20240617;201510;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;755,842.00;;;;;;;;
14147;20240617;201510;Larga Distancia Nacional;COMPAÑÍA TELEFÓNICA ANDINA S.A.;B;Llamada por Llamada;11.00;;;;;;;;
